"db","mode","phase","concurrency","query_no","repeat","complexity","duration_ms","server_ms","qps","avg_cpu","avg_mem","disk_mb","statement","result"
"neo4j","normal","warmup",1,1,1,"simple","8789.05","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,22,8,"delete","63.42","nan","nan","nan","nan","690.86","         MATCH (r:Review)         WITH r ORDER BY r.id ASC         LIMIT 1         WITH r.id AS deleted_review_id, r         DETACH DELETE r         RETURN deleted_review_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,22,9,"delete","63.40","nan","nan","nan","nan","690.86","         MATCH (r:Review)         WITH r ORDER BY r.id ASC         LIMIT 1         WITH r.id AS deleted_review_id, r         DETACH DELETE r         RETURN deleted_review_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,22,10,"delete","65.79","nan","nan","nan","nan","690.86","         MATCH (r:Review)         WITH r ORDER BY r.id ASC         LIMIT 1         WITH r.id AS deleted_review_id, r         DETACH DELETE r         RETURN deleted_review_id;         ","{""note"": ""warmup""}"
"neo4j","normal","steady",1,22,1,"delete","18.94","1.00","52.80","28.98","7372.62","690.86","         MATCH (r:Review)         WITH r ORDER BY r.id ASC         LIMIT 1         WITH r.id AS deleted_review_id, r         DETACH DELETE r         RETURN deleted_review_id;         ","{""rows"": 1, ""first"": {""deleted_review_id"": 11}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,22,2,"delete","14.21","1.00","70.38","28.65","7372.70","690.86","         MATCH (r:Review)         WITH r ORDER BY r.id ASC         LIMIT 1         WITH r.id AS deleted_review_id, r         DETACH DELETE r         RETURN deleted_review_id;         ","{""rows"": 1, ""first"": {""deleted_review_id"": 12}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,22,3,"delete","13.74","1.00","72.78","24.44","7372.63","690.86","         MATCH (r:Review)         WITH r ORDER BY r.id ASC         LIMIT 1         WITH r.id AS deleted_review_id, r         DETACH DELETE r         RETURN deleted_review_id;         ","{""rows"": 1, ""first"": {""deleted_review_id"": 13}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,22,4,"delete","13.45","1.00","74.35","24.35","7372.88","690.86","         MATCH (r:Review)         WITH r ORDER BY r.id ASC         LIMIT 1         WITH r.id AS deleted_review_id, r         DETACH DELETE r         RETURN deleted_review_id;         ","{""rows"": 1, ""first"": {""deleted_review_id"": 14}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,22,5,"delete","12.90","0.00","77.52","25.84","7372.57","690.86","         MATCH (r:Review)         WITH r ORDER BY r.id ASC         LIMIT 1         WITH r.id AS deleted_review_id, r         DETACH DELETE r         RETURN deleted_review_id;         ","{""rows"": 1, ""first"": {""deleted_review_id"": 15}, ""server_ms"": 0, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,22,6,"delete","12.87","1.00","77.68","27.37","7372.68","690.86","         MATCH (r:Review)         WITH r ORDER BY r.id ASC         LIMIT 1         WITH r.id AS deleted_review_id, r         DETACH DELETE r         RETURN deleted_review_id;         ","{""rows"": 1, ""first"": {""deleted_review_id"": 16}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,22,7,"delete","14.91","0.00","67.05","23.75","7372.66","690.86","         MATCH (r:Review)         WITH r ORDER BY r.id ASC         LIMIT 1         WITH r.id AS deleted_review_id, r         DETACH DELETE r         RETURN deleted_review_id;         ","{""rows"": 1, ""first"": {""deleted_review_id"": 17}, ""server_ms"": 0, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,22,8,"delete","13.32","1.00","75.07","28.00","7372.61","690.86","         MATCH (r:Review)         WITH r ORDER BY r.id ASC         LIMIT 1         WITH r.id AS deleted_review_id, r         DETACH DELETE r         RETURN deleted_review_id;         ","{""rows"": 1, ""first"": {""deleted_review_id"": 18}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,22,9,"delete","12.83","1.00","77.97","30.33","7372.37","690.86","         MATCH (r:Review)         WITH r ORDER BY r.id ASC         LIMIT 1         WITH r.id AS deleted_review_id, r         DETACH DELETE r         RETURN deleted_review_id;         ","{""rows"": 1, ""first"": {""deleted_review_id"": 19}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,22,10,"delete","14.06","1.00","71.13","25.40","7372.65","690.86","         MATCH (r:Review)         WITH r ORDER BY r.id ASC         LIMIT 1         WITH r.id AS deleted_review_id, r         DETACH DELETE r         RETURN deleted_review_id;         ","{""rows"": 1, ""first"": {""deleted_review_id"": 20}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","warmup",1,23,1,"delete","115.54","nan","nan","nan","nan","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,23,2,"delete","64.40","nan","nan","nan","nan","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,23,3,"delete","65.01","nan","nan","nan","nan","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,23,4,"delete","64.11","nan","nan","nan","nan","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,23,5,"delete","64.72","nan","nan","nan","nan","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,23,6,"delete","57.03","nan","nan","nan","nan","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,23,7,"delete","58.07","nan","nan","nan","nan","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,23,8,"delete","64.29","nan","nan","nan","nan","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,23,9,"delete","66.89","nan","nan","nan","nan","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,23,10,"delete","63.13","nan","nan","nan","nan","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""note"": ""warmup""}"
"neo4j","normal","steady",1,23,1,"delete","10.63","0.00","94.05","41.54","7373.61","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""rows"": 1, ""first"": {""deleted_cart_item_id"": 11}, ""server_ms"": 0, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,23,2,"delete","64.49","1.00","15.51","6.05","7373.51","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""rows"": 1, ""first"": {""deleted_cart_item_id"": 12}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,23,3,"delete","6.82","1.00","146.63","52.87","7373.57","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""rows"": 1, ""first"": {""deleted_cart_item_id"": 13}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,23,4,"delete","13.40","1.00","74.62","29.89","7373.39","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""rows"": 1, ""first"": {""deleted_cart_item_id"": 14}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,23,5,"delete","13.51","1.00","74.03","28.29","7373.48","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""rows"": 1, ""first"": {""deleted_cart_item_id"": 15}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,23,6,"delete","13.75","1.00","72.71","25.83","7373.46","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""rows"": 1, ""first"": {""deleted_cart_item_id"": 16}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,23,7,"delete","13.32","1.00","75.09","26.27","7373.67","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""rows"": 1, ""first"": {""deleted_cart_item_id"": 17}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,23,8,"delete","13.68","1.00","73.11","26.58","7373.15","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""rows"": 1, ""first"": {""deleted_cart_item_id"": 18}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,23,9,"delete","6.22","1.00","160.81","53.85","7373.44","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""rows"": 1, ""first"": {""deleted_cart_item_id"": 19}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,23,10,"delete","13.70","1.00","72.97","25.93","7373.42","690.86","         MATCH (ci:CartItem)         WITH ci ORDER BY ci.id ASC         LIMIT 1         WITH ci.id AS deleted_cart_item_id, ci         DETACH DELETE ci         RETURN deleted_cart_item_id;         ","{""rows"": 1, ""first"": {""deleted_cart_item_id"": 20}, ""server_ms"": 1, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","warmup",1,24,1,"delete","117.54","nan","nan","nan","nan","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,24,2,"delete","66.62","nan","nan","nan","nan","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,24,3,"delete","58.59","nan","nan","nan","nan","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,24,4,"delete","66.69","nan","nan","nan","nan","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,24,5,"delete","65.58","nan","nan","nan","nan","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,24,6,"delete","65.32","nan","nan","nan","nan","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,24,7,"delete","68.12","nan","nan","nan","nan","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,24,8,"delete","65.27","nan","nan","nan","nan","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,24,9,"delete","57.87","nan","nan","nan","nan","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",1,24,10,"delete","65.62","nan","nan","nan","nan","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""note"": ""warmup""}"
"neo4j","normal","steady",1,24,1,"delete","18.05","2.00","55.41","22.50","7376.31","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""rows"": 1, ""first"": {""deleted_purchase_id"": 11}, ""server_ms"": 2, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,24,2,"delete","15.61","3.00","64.06","24.30","7376.06","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""rows"": 1, ""first"": {""deleted_purchase_id"": 12}, ""server_ms"": 3, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,24,3,"delete","7.92","3.00","126.25","45.82","7376.00","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""rows"": 1, ""first"": {""deleted_purchase_id"": 13}, ""server_ms"": 3, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,24,4,"delete","15.38","3.00","65.04","24.56","7376.37","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""rows"": 1, ""first"": {""deleted_purchase_id"": 14}, ""server_ms"": 3, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,24,5,"delete","15.19","3.00","65.82","24.08","7376.10","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""rows"": 1, ""first"": {""deleted_purchase_id"": 15}, ""server_ms"": 3, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,24,6,"delete","14.99","3.00","66.72","22.73","7375.99","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""rows"": 1, ""first"": {""deleted_purchase_id"": 16}, ""server_ms"": 3, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,24,7,"delete","14.62","2.00","68.40","25.69","7376.32","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""rows"": 1, ""first"": {""deleted_purchase_id"": 17}, ""server_ms"": 2, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,24,8,"delete","14.54","3.00","68.79","23.42","7376.23","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""rows"": 1, ""first"": {""deleted_purchase_id"": 18}, ""server_ms"": 3, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,24,9,"delete","7.59","3.00","131.72","44.13","7376.29","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""rows"": 1, ""first"": {""deleted_purchase_id"": 19}, ""server_ms"": 3, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","steady",1,24,10,"delete","7.19","2.00","139.01","49.89","7376.07","690.86","         MATCH (pp:ProductPurchase)         WITH pp ORDER BY pp.id ASC         LIMIT 1         WITH pp.id AS deleted_purchase_id, pp         DETACH DELETE pp         RETURN deleted_purchase_id;         ","{""rows"": 1, ""first"": {""deleted_purchase_id"": 20}, ""server_ms"": 2, ""counters"": {""_contains_updates"": true, ""nodes_deleted"": 1, ""relationships_deleted"": 2}}"
"neo4j","normal","warmup",3,1,1,"simple","3876.97","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",3,1,2,"simple","3366.16","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",3,1,3,"simple","3394.40","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",3,1,4,"simple","3803.84","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",3,1,5,"simple","4579.04","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",3,1,6,"simple","3373.00","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",3,1,7,"simple","3311.22","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",3,1,8,"simple","3368.89","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",3,1,9,"simple","3314.48","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""note"": ""warmup""}"
"neo4j","normal","warmup",3,1,10,"simple","3298.21","nan","nan","nan","nan","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""note"": ""warmup""}"
"neo4j","normal","steady",3,1,1,"simple","4028.55","1136.00","0.74","7.83","7391.28","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""rows"": 10000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 37, ""created_at"": ""2023-09-06T17:30:55.000000000+00:00"", ""updated_at"": ""2024-08-15T02:55:45.000000000+00:00""}, ""server_ms"": 1136, ""counters"": {}}"
"neo4j","normal","steady",3,1,2,"simple","3318.47","392.00","0.90","3.28","7391.58","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""rows"": 10000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 37, ""created_at"": ""2023-09-06T17:30:55.000000000+00:00"", ""updated_at"": ""2024-08-15T02:55:45.000000000+00:00""}, ""server_ms"": 392, ""counters"": {}}"
"neo4j","normal","steady",3,1,3,"simple","3253.86","383.00","0.92","3.37","7392.08","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""rows"": 10000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 37, ""created_at"": ""2023-09-06T17:30:55.000000000+00:00"", ""updated_at"": ""2024-08-15T02:55:45.000000000+00:00""}, ""server_ms"": 383, ""counters"": {}}"
"neo4j","normal","steady",3,1,4,"simple","3285.00","387.00","0.91","3.44","7391.97","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""rows"": 10000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 37, ""created_at"": ""2023-09-06T17:30:55.000000000+00:00"", ""updated_at"": ""2024-08-15T02:55:45.000000000+00:00""}, ""server_ms"": 387, ""counters"": {}}"
"neo4j","normal","steady",3,1,5,"simple","3887.58","1136.00","0.77","7.44","7391.81","690.86","         MATCH (p:Product)         RETURN p.id         AS id,                p.name       AS name,                p.price      AS price,                p.stock      AS stock,                p.created_at AS created_at,                p.updated_at AS updated_at         ORDER BY id         LIMIT 10000;         ","{""rows"": 10000, ""first"": {""id"": 1, ""name"": ""Echo Dot (5th generation, 2022 release) | Big vibrant sound Wi-Fi and Bluetooth smart speaker with Alexa | Charcoal"", ""price"": 21.989999771118164, ""stock"": 37, ""created_at"": ""2023-09-06T17:30:55.000000000+00:00"", ""updated_at"": ""2024-08-15T02:55:45.000000000+00:00""}, ""server_ms"": 1136, ""counters"": {}}"
